County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Madison County, IA,0.328999996,0.137888283,0.032628991,
Henderson County, KY,0.352999985,0.218203872,0.03605039,
Dyer County, TN,0.370999992,0.227890834,0.136565134,
Mahaska County, IA,0.337000012,0.161540449,0.080629207,
Dallam County, TX,0.319999993,0.162495837,0.178492576,
Hart County, KY,0.374000013,0.239046648,0.038802531,
Harrison County, KY,0.342999995,0.209535122,0.017664213,
Marion County, IA,0.324999988,0.143751517,0.026633779,
Culberson County, TX,0.287999988,0.175421551,0.051695559,
Fayette County, TN,0.312000006,0.185953751,0.024268426,
Marshall County, IA,0.340999991,0.144151777,0.051359985,
Harlan County, KY,0.365999997,0.285115361,0.115614697,
Fentress County, TN,0.321999997,0.250127673,0.001044908,
Mills County, IA,0.38499999,0.151603818,0.029773507,
Crosby County, TX,0.277999997,0.161333025,0.023094986,
Hardin County, KY,0.347000003,0.198869005,0.098986641,0.141980448
Hancock County, KY,0.368000001,0.204096705,0.014131162,
Mitchell County, IA,0.31400001,0.137062341,0.075372502,
Crockett County, TX,0.282999992,0.135698065,0.025064113,
Franklin County, TN,0.312999994,0.211468264,0.070778832,
Monona County, IA,0.342000008,0.157180801,0.043256294,
Greenup County, KY,0.395000011,0.193770096,0.085294604,
Gibson County, TN,0.349999994,0.220026195,0.064321727,
Monroe County, IA,0.314999998,0.159988835,0.084693246,
Crane County, TX,0.307999998,0.128470764,0.026133036,
Green County, KY,0.381000012,0.213844523,0.05841063,
Grayson County, KY,0.372000009,0.229822516,0.117356658,
Montgomery County, IA,0.370999992,0.163060114,0.079066947,
Cottle County, TX,0.275999993,0.162330508,0.460276157,
Giles County, TN,0.340999991,0.225993812,0.050594237,
Muscatine County, IA,0.328000009,0.151005819,0.058182422,
Graves County, KY,0.326999992,0.21647875,0.03648939,
Grainger County, TN,0.317000002,0.231028885,0,
O'Brien County, IA,0.344000012,0.149467662,0.086563058,
Coryell County, TX,0.312999994,0.167593896,0.17105487,0.1572181
Grant County, KY,0.356000006,0.231571585,0.07794337,
Garrard County, KY,0.326000005,0.208120435,0.00244209,
Osceola County, IA,0.342000008,0.142125294,0.038438179,
Cooke County, TX,0.301999986,0.14850387,0.023634719,
Greene County, TN,0.344000012,0.216158375,0.036361877,0.136332448
Page County, IA,0.379000008,0.171407297,0.130832344,
Gallatin County, KY,0.36500001,0.213601381,,
Grundy County, TN,0.351000011,0.253323048,0.007187638,
Palo Alto County, IA,0.36500001,0.143427104,0.079419412,
Concho County, TX,0.296000004,0.15232788,0.106119856,
Fulton County, KY,0.342999995,0.245762095,0.000523589,
Franklin County, KY,0.340999991,0.197224259,0.055800159,
Plymouth County, IA,0.337000012,0.138119861,0.006375469,
Comanche County, TX,0.293000013,0.15632847,0.077714451,
Hamblen County, TN,0.321999997,0.236455142,0.189096928,
Pocahontas County, IA,0.328000009,0.153459027,0.069454297,
Floyd County, KY,0.381000012,0.262552232,0.026507417,
Hamilton County, TN,0.310000002,0.201466069,0.138166055,0.127332857
Polk County, IA,0.294999987,0.174436718,0.036209881,0.097517653
Comal County, TX,0.275000006,0.127754554,0.059124272,0.060979504
Fleming County, KY,0.335999995,0.232208669,0.028426716,
Fayette County, KY,0.275000006,0.188041687,0.067616254,0.145442969
Pottawattamie County, IA,0.368000001,0.167926937,0.112380058,0.117474641
Colorado County, TX,0.279000014,0.14637287,0.062848568,
Hancock County, TN,0.314999998,0.261470169,0.003830905,
Poweshiek County, IA,0.326000005,0.138527423,0.051474739,
Estill County, KY,0.379000008,0.254108638,0.053793233,
Hardeman County, TN,0.397000015,0.244356036,0.191469401,
Ringgold County, IA,0.35800001,0.149406061,0.034186922,
Collingsworth County, TX,0.275999993,0.173131242,0.026453016,
Elliott County, KY,0.338,0.269190699,0.000257813,
Edmonson County, KY,0.310000002,0.21305646,0.011836125,
Sac County, IA,0.335000008,0.140699044,0.11566139,
Collin County, TX,0.261999995,0.121101461,0.022531459,0.066566741
Hardin County, TN,0.319000006,0.220837384,0.071250223,
Scott County, IA,0.326999992,0.163718015,0.028239947,0.122963627
Daviess County, KY,0.308999985,0.217661679,0.04753188,0.160735288
Hawkins County, TN,0.31400001,0.209004357,0.070239015,
Shelby County, IA,0.287,0.142973736,0.088646442,
Coleman County, TX,0.284000009,0.159280494,0.084750101,
Cumberland County, KY,0.335999995,0.218410715,0.009813819,
Crittenden County, KY,0.326000005,0.216963887,0.015625723,
Sioux County, IA,0.284999996,0.124217793,0.010727515,
Coke County, TX,0.273000002,0.146621048,0.360412955,
Haywood County, TN,0.358999997,0.219801664,0.083101593,
Story County, IA,0.270000011,0.145200089,0.0972431,0.206867101
Clinton County, KY,0.351999998,0.246347219,0.000455747,
Henderson County, TN,0.328999996,0.241076291,0.04441008,
Tama County, IA,0.324999988,0.159623966,0.060846247,
Cochran County, TX,0.270999998,0.173611745,0.078845635,
Clay County, KY,0.400999993,0.292537212,0.046088509,
Clark County, KY,0.331,0.201071128,0.02361518,
Taylor County, IA,0.305999994,0.156492904,0.011307246,
Clay County, TX,0.287,0.14880003,0.167158246,
Henry County, TN,0.328999996,0.227128461,0.080414295,
Union County, IA,0.393999994,0.163302451,0.062629066,
Christian County, KY,0.370999992,0.226184547,0.115226991,0.178266957
Hickman County, TN,0.34799999,0.235554948,0.051449429,
Van Buren County, IA,0.349000007,0.149058655,0.217199802,
Childress County, TX,0.280000001,0.174735948,0.168583944,
Casey County, KY,0.367000014,0.251520693,0.025564007,
Carter County, KY,0.38499999,0.233646423,0.025435427,
Wapello County, IA,0.356000006,0.181019098,0.218081415,
Cherokee County, TX,0.307999998,0.17533277,0.085589252,
Houston County, TN,0.328999996,0.232239589,0.013795748,
Warren County, IA,0.324999988,0.1473452,0.028760996,
Carroll County, KY,0.34799999,0.235615611,0.176423401,
Humphreys County, TN,0.338,0.218361139,0.026478566,
Washington County, IA,0.317000002,0.139345676,0.015107263,
Chambers County, TX,0.273000002,0.151566297,0.05158323,
Carlisle County, KY,0.316000015,0.200502813,0.006858914,
Campbell County, KY,0.307000011,0.188985318,0.076757528,0.147274598
Wayne County, IA,0.338999987,0.15941219,0.166606143,
Castro County, TX,0.284999996,0.163326353,0.040646572,
Jackson County, TN,0.324999988,0.25864467,5.84E-05,
Webster County, IA,0.317000002,0.168527782,0.078112245,
Calloway County, KY,0.316000015,0.21056059,0.047756974,
Jefferson County, TN,0.337000012,0.212372184,0.025529567,
Winnebago County, IA,0.300999999,0.139861941,0.054530535,
Cass County, TX,0.328000009,0.162886456,0.034361407,
Caldwell County, KY,0.377000004,0.210777864,0.042931192,
Butler County, KY,0.321999997,0.231775776,0.042886999,
Winneshiek County, IA,0.291000009,0.128667817,0.0340444,
Carson County, TX,0.301999986,0.13433522,0.060164578,
Johnson County, TN,0.298999995,0.240002036,0.047834694,
Woodbury County, IA,0.34799999,0.168273881,0.096064419,0.141243504
Bullitt County, KY,0.356999993,0.200224772,0.090660915,0.105151826
Knox County, TN,0.316000015,0.201352134,0.113756225,0.13092716
Worth County, IA,0.349999994,0.147830963,0.025705278,
Camp County, TX,0.342000008,0.168820009,0.058786269,
Breckinridge County, KY,0.333999991,0.224912241,0.040207665,
Breathitt County, KY,0.407000005,0.272546828,0.089299232,
Wright County, IA,0.333000004,0.149848834,0.022460638,
Cameron County, TX,0.307000011,0.173154965,0.141647011,0.281380611
Lake County, TN,0.349000007,0.265878439,0.000962376,
Allen County, KS,0.368000001,0.163579211,0.195036143,
Bracken County, KY,0.344999999,0.226452231,0.002217718,
Lauderdale County, TN,0.375,0.256304204,0.05618595,
Anderson County, KS,0.361999989,0.16479224,0.077190988,
Callahan County, TX,0.280000001,0.158243746,0.112408631,
Boyle County, KY,0.321999997,0.205268279,0.124714792,
Boyd County, KY,0.395000011,0.224539638,0.094672464,
Atchison County, KS,0.395000011,0.185478121,0.057150409,
Calhoun County, TX,0.301999986,0.145840958,0.134370551,
Lawrence County, TN,0.351999998,0.226113245,0.028666012,
Barber County, KS,0.347000003,0.174463272,0.026741711,
Bourbon County, KY,0.354000002,0.208203748,0.077161126,
Lewis County, TN,0.360000014,0.220176086,0.018137462,
Barton County, KS,0.363999993,0.169787318,0.091707245,
Caldwell County, TX,0.266000003,0.162173763,0.077458635,
Boone County, KY,0.328000009,0.173549101,0.061771907,0.04597887
Bell County, KY,0.375999987,0.298470467,0.118567497,
Bourbon County, KS,0.344999999,0.199461788,0.082643859,
Burnet County, TX,0.294999987,0.142627716,0.130249038,
Lincoln County, TN,0.349999994,0.236964673,0.063516267,
Brown County, KS,0.326999992,0.183249176,0.035913564,
Bath County, KY,0.365999997,0.245284036,0.00061744,
Loudon County, TN,0.296999991,0.183221906,0.114412166,
Butler County, KS,0.338,0.177263066,0.067657858,0.095699481
Burleson County, TX,0.31099999,0.142995924,0.040831227,
Barren County, KY,0.317999989,0.233223438,0.036929611,
Ballard County, KY,0.35800001,0.203004509,0.016672695,
Chase County, KS,0.294999987,0.155445516,0.347908765,
Brown County, TX,0.294999987,0.176256016,0.137278542,
McMinn County, TN,0.316000015,0.249583378,0.050834179,
Chautauqua County, KS,0.344000012,0.164648533,0.160145983,
Anderson County, KY,0.358999997,0.190333694,0.059758868,
McNairy County, TN,0.363000005,0.259312361,0.05045056,
Cherokee County, KS,0.386999995,0.197146103,0.050096504,
Brooks County, TX,0.280999988,0.187553883,0.112148643,
Allen County, KY,0.356000006,0.224415988,0.004939388,
Adair County, KY,0.368000001,0.232603908,0.052635308,
Cheyenne County, KS,0.340000004,0.142326325,0.026139995,
Briscoe County, TX,0.268000007,0.155457765,0.477443606,
Macon County, TN,0.324000001,0.222429708,0.018521393,
Clark County, KS,0.333000004,0.166099146,0.333581597,
Wyandotte County, KS,0.370000005,0.229635566,0.137367681,0.177030235
Madison County, TN,0.345999986,0.189154327,0.106086977,0.181051127
Clay County, KS,0.345999986,0.148230448,0.075175002,
Brewster County, TX,0.293000013,0.15094538,0.130482391,
Woodson County, KS,0.36500001,0.189824909,0.087172203,
Wilson County, KS,0.349999994,0.191599503,0.054085895,
Cloud County, KS,0.34799999,0.169022337,0.121943228,
Brazos County, TX,0.287,0.151871294,0.124336377,0.246882474
Marion County, TN,0.342999995,0.224643961,0.0386707,
Coffey County, KS,0.326000005,0.155583099,0.105936281,
Wichita County, KS,0.331,0.155237794,0.371936113,
Marshall County, TN,0.330000013,0.200103566,0.077725954,
Comanche County, KS,0.32100001,0.1432558,0.03247771,
Brazoria County, TX,0.308999985,0.13700971,0.068551563,0.099085754
Wallace County, KS,0.342999995,0.141643643,0.30891937,
Maury County, TN,0.351000011,0.213453457,0.071178339,0.10407167
Cowley County, KS,0.363999993,0.184009716,0.136915505,
Bowie County, TX,0.351000011,0.18162711,0.087770395,0.19418627
Wabaunsee County, KS,0.324999988,0.144432873,0.144951358,
Crawford County, KS,0.345999986,0.18882136,0.143662781,
Meigs County, TN,0.317000002,0.233611509,0.00604163,
Trego County, KS,0.324999988,0.133749336,0.024872532,
Decatur County, KS,0.349000007,0.153439268,0.105653398,
Bosque County, TX,0.282999992,0.150219157,0.035234112,
Thomas County, KS,0.342000008,0.147357821,0.111833997,
Monroe County, TN,0.35800001,0.231681973,0.019563815,
Dickinson County, KS,0.321999997,0.170199648,0.030556018,
Borden County, TX,0.275999993,0.114402652,0.150074288,
Sumner County, KS,0.347000003,0.155939132,0.100091048,
Doniphan County, KS,0.340999991,0.162196323,0.198052928,
Montgomery County, TN,0.307999998,0.210405588,0.123920143,0.126284276
Stevens County, KS,0.361999989,0.165876433,0.054586526,
Douglas County, KS,0.261999995,0.151117727,0.044694837,0.181419044
Blanco County, TX,0.305999994,0.142446682,0.010159346,
Stanton County, KS,0.363000005,0.139940903,0.041637313,
Moore County, TN,0.326999992,0.189354762,0.142926976,
Edwards County, KS,0.361999989,0.157204524,0.054607891,
Bexar County, TX,0.272000015,0.136618897,0.106662624,0.172746352
Stafford County, KS,0.356000006,0.165853992,0.09604957,
Elk County, KS,0.340000004,0.160292655,0.421020329,
Morgan County, TN,0.301999986,0.256820232,0.079728805,
Smith County, KS,0.368000001,0.159101561,0.122508019,
Ellis County, KS,0.317000002,0.164243251,0.064708672,
Bell County, TX,0.293000013,0.170543522,0.127711341,0.127970473
Sherman County, KS,0.337000012,0.16230087,0.273895651,
Obion County, TN,0.330000013,0.226970434,0.048817985,
Ellsworth County, KS,0.340999991,0.144552082,0.100792006,
Bee County, TX,0.296000004,0.165650249,0.114724077,
Sheridan County, KS,0.333000004,0.160816416,0.09741126,
Finney County, KS,0.374000013,0.175772399,0.093711376,
Overton County, TN,0.377999991,0.238158733,0.004437102,
Shawnee County, KS,0.349999994,0.159909397,0.094935998,0.143735063
Ford County, KS,0.324000001,0.169167936,0.07750576,
Baylor County, TX,0.282000005,0.149113625,0.037217349,
Seward County, KS,0.381999999,0.172403336,0.018672224,
Perry County, TN,0.323000014,0.242708057,0.128558293,
Franklin County, KS,0.338,0.201391175,0.176593214,
Bastrop County, TX,0.335999995,0.165509418,0.11401628,0.130221594
Sedgwick County, KS,0.335999995,0.191056684,0.10581705,0.13043564
Geary County, KS,0.351999998,0.180962071,0.127413318,
Pickett County, TN,0.328999996,0.202709064,0.002675762,
Scott County, KS,0.372000009,0.133860067,0.039709687,
Gove County, KS,0.284000009,0.150396854,0.143044099,
Bandera County, TX,0.282000005,0.136799157,0.130552858,
Saline County, KS,0.363999993,0.158470765,0.059022274,
Polk County, TN,0.344000012,0.220343336,0.001422348,
Graham County, KS,0.298000008,0.145388708,0.065028071,
Bailey County, TX,0.282000005,0.175242871,0.036349546,
Russell County, KS,0.331,0.160856366,0.09169323,
Grant County, KS,0.342000008,0.165829495,0.034485731,
Putnam County, TN,0.293000013,0.22347863,0.094600752,0.130257372
Rush County, KS,0.330000013,0.1539765,0.063525535,
Gray County, KS,0.375999987,0.137245774,0.137128323,
Austin County, TX,0.286000013,0.144604042,0.034972101,
Rooks County, KS,0.352999985,0.160588503,0.047119599,
Rhea County, TN,0.321999997,0.236262634,0.052368078,
Greeley County, KS,0.324000001,0.141494468,0.346127689,
Atascosa County, TX,0.298000008,0.143479556,0.081379764,
Riley County, KS,0.245000005,0.153389007,0.198451579,0.227985734
Greenwood County, KS,0.34799999,0.166457415,0.182774335,
Roane County, TN,0.347000003,0.210757405,0.094762839,
Rice County, KS,0.349999994,0.160327658,0.065780312,
Hamilton County, KS,0.393000007,0.173502117,0.413537443,
Armstrong County, TX,0.291999996,0.125599027,0.198042884,
Republic County, KS,0.352999985,0.156892061,0.088002138,
Robertson County, TN,0.351999998,0.19354254,0.016182121,0.108680129
Harper County, KS,0.35800001,0.162733093,0.085466482,
Archer County, TX,0.273999989,0.140307307,0.054338381,
Reno County, KS,0.360000014,0.171408668,0.075361125,
Harvey County, KS,0.312000006,0.147876158,0.045941602,
Rutherford County, TN,0.361000001,0.203273967,0.079560146,0.110301303
Rawlins County, KS,0.342000008,0.143068358,0.092104018,
Haskell County, KS,0.344000012,0.164883405,0.376172245,
Aransas County, TX,0.300000012,0.156591758,0.199358135,
Pratt County, KS,0.349999994,0.151503846,0.059779134,
Scott County, TN,0.31400001,0.245105579,0.017163837,
Hodgeman County, KS,0.321999997,0.12876749,0.087386481,
Angelina County, TX,0.395999998,0.182821378,0.109504759,0.179836288
Pottawatomie County, KS,0.298000008,0.156959996,0.004668202,
Jackson County, KS,0.344000012,0.154315844,0.045556415,
Sequatchie County, TN,0.296000004,0.199032888,0.000245486,
Phillips County, KS,0.291000009,0.16179654,0.106282376,
Jefferson County, KS,0.312999994,0.171611398,0.00171994,
Andrews County, TX,0.287999988,0.133378491,0.116970189,
Pawnee County, KS,0.312999994,0.154595256,0.05649827,
Sevier County, TN,0.342000008,0.209492788,0.05433948,0.14650248
Jewell County, KS,0.308999985,0.166821197,0.096898951,
Anderson County, TX,0.330000013,0.184657753,0.154973388,
Ottawa County, KS,0.382999986,0.143929809,0.071818933,
Johnson County, KS,0.266000003,0.119904391,0.024217295,0.054057439
Shelby County, TN,0.324999988,0.205183864,0.113092132,0.217059544
Osborne County, KS,0.333000004,0.155105785,0.093746416,
Kearny County, KS,0.31400001,0.157978892,0.317649812,
Wilson County, TN,0.335999995,0.187040523,0.038862705,0.08243412
Osage County, KS,0.356999993,0.154835835,0.04846536,
Smith County, TN,0.351000011,0.213479415,0.005736812,
Kingman County, KS,0.32100001,0.146034449,0.099959113,
Williamson County, TN,0.238999993,0.151783973,0.033126459,0.030854023
Norton County, KS,0.340000004,0.163473055,0.108307831,
Kiowa County, KS,0.319000006,0.163932607,0.367261559,
Stewart County, TN,0.333000004,0.213317394,0.007287981,
Ness County, KS,0.342000008,0.151442006,0.101254418,
Labette County, KS,0.361000001,0.209354192,0.067576706,
White County, TN,0.323000014,0.209147677,0.054532405,
Neosho County, KS,0.360000014,0.188806728,0.02549934,
Sullivan County, TN,0.319000006,0.215032145,0.128873169,0.168052383
Lane County, KS,0.308999985,0.144411325,0.043909706,
